	selection	cdr_title_num	cdr_track_num	composer_name	artist_name	track_name	track_id	popularity	year_rec	danceability	energy	valence	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	tempo	norm_energy	norm_valence	quadrant
0	spanish	HEX9378	HEX9378-0003	Bebe	not found	Men señará	4YEzWT4DdODFA8afHW4Buj	38	2004	0.738	0.574	0.726	7	-9.717	1	0.0328	0.0232	0.00649	0.117	116.006	0.404719567112224	0.315544399865862	1
1	spanish	JK231055	JK231055-0003	Akatz	not found	Así Eres Tu	2nCG40Z6kynUt3gggUd6sQ	19	2009-12-04	0.922	0.541	0.706	0	-8.962	1	0.0542	0.269	0.00317	0.187	100.06	0.251756675764447	0.231757755465269	1
2	spanish	HEX8631	HEX8631-0001	Alacran	not found	Reflejo de Luna	3uMYlxIkokZ2iQtsFppIFL	33	2015-03-26	0.824	0.519	0.819	5	-9.386	0	0.0313	0.486	0.735	0.471	114.98	0.149781414865928	0.705152296328621	1
3	spanish	JK146138	JK146138-0006	Go Lem System	not found	Pura Sangre	14P1OdmogoJ6NrgIzofIH7	11	2006-04-11	0.875	0.546	0.914	2	-5.845	0	0.0446	0.148	0	0.107	101.967	0.274932871423201	1.10313885723144	1
4	spanish	HEX8728	HEX8728-0011	Jandy Feliz	not found	Los Amores	2e0N5aHPROGNZEfwdJDVwY	19	2004-12-07	0.835	0.905	0.907	8	-5.18	1	0.111	0.294	1.02E-05	0.271	122.013	1.93898371972175	1.07381353169123	1
5	spanish	HEX9378	HEX9378-0004	Martín Buscaglia	not found	Vagabundo	0KunxoqYvDVDMFnoFlJe2L	28	2006-01-01	0.866	0.527	0.79	4	-5.507	0	0.0532	0.355	0.00278	0.304	126.988	0.186863327919935	0.58366166194776	1
6	spanish	JK117515	JK117515-0001	Albert Pla	not found	El Lado Mas Bestia de la Vida	2JilhEGTNpRPIe2MvOuoAK	43	1995-07-24	0.794	0.496	0.836	0	-11.891	1	0.0613	0.723	0.000597	0.0941	102.076	0.043170914835659	0.776370944069124	1
7	spanish	HEX9378	HEX9378-0009	Los Pinguos	not found	Cielo Escarlata	3Z4vwUC7JM5tTJE8QifIgK	7	2006-08-01	0.698	0.775	0.961	9	-7.856	0	0.0386	0.293	0	0.0655	90.622	1.33640263259414	1.30003747157283	1
8	spanish	HEX4063	HEX4063-0007	Tumbao	not found	El negro bantu	3Wr7UYZZ6wEWrK5CPVArwW	0	1995-07-27	0.715	0.723	0.962	0	-8.848	0	0.0319	0.733	0.00982	0.138	94.895	1.08697619517565	1.39561345418394	1
9	spanish	HEX14100	HEX14100-0016	Pablo Carcamo	Enrique Ugarte	Cumbia p'a Bailar	58zND14kE01OKLLyZ3Ikhr	0	2017-06-23	0.821	0.682	0.963	7	-11.206	1	0.0547	0.0772	0.179	0.0395	100.955	0.911399760709797	1.39919852319503	1
10	spanish	HEX2410	HEX2410-0002	Miguel Castro	Gaston De Avila	Desde lejos	2coKYWUZYzWEyLbQcNpyIF	0	2011-07-05	0.769	0.77	0.947	5	-10.422	0	0.0529	0.39	8.23E-06	0.0768	114.446	1.28824674200236	1.34183741901759	1
11	spanish	KCX0931	KCX0931-0004	Rafa El Tachuela	Rima Nabile El-Solami	Brisa caliente	7EOKFWGkQxDgEpL9zHMljw	0	2005-01-01	0.749	0.829	0.927	0	-7.813	0	0.0368	0.839	0.0897	0.0683	107.961	1.54090551355079	1.2701360387958	1
12	spanish	KHX1091	KHX1091-0007	Jorge & Techi	not found	Perfidia / Quizás / Quiéreme mucho / Me voy pa'l Pueblo	29u4lc6L7GEuobXaAB0xpJ	0	2019-04-26	0.792	0.526	0.605	4	-9.054	0	0.0356	0.562	0	0.223	124.98	0.243352839327518	0.115743817224958	1
13	spanish	KCX2321	KCX2321-0008	Grupo Macarena	not found	El pobre sonaba	53zZW8eS0PPGNs50mXTpje	0	2004-01-01	0.633	0.756	0.799	2	-8.624	0	0.0379	0.644	0	0.114	118.419	1.22829381316036	0.811247205376337	1
14	spanish	KHX2803	KHX2803-0006	Rafael & Energia Dominicana	not found	Tu Belleza	1FKMxoO6dHG5SnUdhoXZKC	0	2018-07-27	0.878	0.719	0.86	11	-12.59	0	0.116	0.535	8.96E-06	0.307	119.984	1.06984678693508	1.0299364150528	1
15	spanish	HEX12104	HEX12104-0002	Soneros De Verdad	not found	Changüi a revé	7ozXSXUSWSDQiwvZxMY20b	9	2012-10-02	0.622	0.715	0.886	11	-7.443	0	0.0675	0.577	0.00161	0.396	120.89	1.05271737869451	1.12314820934113	1
16	spanish	KCX4255	KCX4255-0009	Los Alhama	not found	El Lerele	0vAIMY4e3ucMxcyf1Bwe3m	1	2018-05-25	0.605	0.659	0.715	3	-5.225	0	0.0706	0.523	8.1E-06	0.135	113.496	0.812905663326512	0.510101408444812	1
17	spanish	HEX7293	HEX7293-0002	Miguel Castro	Gaston De Avila	Desde lejos	2coKYWUZYzWEyLbQcNpyIF	0	2011-07-05	0.769	0.77	0.947	5	-10.422	0	0.0529	0.39	8.23E-06	0.0768	114.446	1.28824674200236	1.34183741901759	1
18	spanish	KHX0327	KHX0327-0002	Mario Manzanares	Sergio Alvarez	El refran se te olvido	6rVidqkwF8kkMZBRxwdG3p	0	2005-01-01	0.703	0.482	0.854	4	-9.997	1	0.0346	0.7	0	0.224	111.359	0.054929348681235	1.00842600098626	1
19	spanish	KCX1773	KCX1773-0012	Chachi Ensemle, El	not found	Lailo-lailo	4r3KLXkoNO2oSd8zkAJ7fy	0	2001-01-01	0.615	0.706	0.721	9	-8.926	0	0.0381	0.462	0	0.139	95.159	1.01417621015322	0.531611822511349	1
20	spanish	KCX2223	KCX2223-0002	Javier Ruibal	not found	Isla Mujeres	18uARsQnALp0MbkEXbR99v	35	2001-01-01	0.679	0.632	0.638	4	-6.915	1	0.0516	0.689	0	0.0868	98.983	0.673563436753772	-0.053116835496748	2
21	spanish	KHX1990	KHX1990-0004	Pablo Carcamo	not found	El canelazo	4cnmJoCt9UmUrfyjcbrcU7	1	2006-01-01	0.653	0.507	0.572	0	-9.144	1	0.0355	0.64	0	0.17	133.445	0.161988150184805	-0.002563460140998	2
22	spanish	KCX3947	KCX3947-0002	Ana Alcaide	not found	Diosa Luolaien	4uOtn5tM08iQvzL4N3EIBH	18	2016-06-24	0.619	0.481	0.497	0	-10.342	1	0.0264	0.734	0.127	0.207	93.509	0.050646996621092	-0.271443635972716	2
23	spanish	KHX0673	KHX0673-0004	Pablo Carcamo	not found	El canelazo	4cnmJoCt9UmUrfyjcbrcU7	1	2006-01-01	0.653	0.507	0.572	0	-9.144	1	0.0355	0.64	0	0.17	133.445	0.161988150184805	-0.002563460140998	2
24	spanish	HEX13785	HEX13785-0010	Sarazino	Andrea Ruilova	Pelo Shao	3ddAA9eg8hpuy0Jba61Ny7	5	2012-05-22	0.701	0.765	0.623	6	-8.285	0	0.0469	0.53	0.00233	0.154	86.013	1.29005024127663	-0.115956818797193	2
25	spanish	KCX3795	KCX3795-0003	La Jose	not found	Espiral	637xAKcLY0045oGSPjBOfV	0	2015-07-31	0.79	0.549	0.482	1	-6.864	0	0.0486	0.591	0.000205	0.106	129.372	0.341846936710802	-0.32521967113906	2
26	spanish	KCX3947	KCX3947-0012	Ana Alcaide	not found	Akelarre	0fuPw22qDsEJKAycZKCZmq	10	2016-06-24	0.688	0.659	0.355	8	-8.848	1	0.04	0.326	0.858	0.117	110.083	0.812905663326512	-0.780523435547437	2
27	spanish	JFX6071	JFX6071-0010	Amanda Martinez	not found	Diciembre	61wfl5vMmobGwv56NXXmkt	1	2016-02-26	0.774	0.419	0.453	9	-13.182	0	0.0435	0.878	0.0225	0.118	121.501	-0.313742498309154	-0.828143296202235	3
28	spanish	HEX12393	HEX12393-0006	Sacha Nairobi	not found	Congelados en el Tiempo	6JbB7jCrUPBCDmXLXkOiSh	25	2013-09-24	0.65	0.179	0.388	4	-13.888	0	0.0363	0.901	0	0.0719	73.814	-1.42619988992935	-1.10044989050416	3
29	spanish	HEX13749	HEX13749-0003	Erica Gonzaba	not found	Blanca Navidad	1odwG2Y4zz1Fp3GasfcYDc	1	2016-10-28	0.693	0.181	0.424	4	-15.038	0	0.0304	0.885	0.00122	0.149	89.942	-1.41692941166585	-0.949633930583095	3
30	spanish	KHX1091	KHX1091-0013	Jorge & Techi	not found	Cuando salí de Cuba	3LJX5U3sq4hU7U8o8OWjFZ	0	2019-04-26	0.744	0.382	0.452	9	-11.08	1	0.0516	0.885	2.26E-05	0.35	114.587	-0.373305857333046	-0.432771741471748	3
31	spanish	KCX3729	KCX3729-0003	Naán, El	not found	Corazón de Barro (Heart of Mud)	6bMy9Tt5lkq8jtDwuGXc57	3	2015-02-24	0.729	0.396	0.43	0	-11.01	0	0.0513	0.18	3.88E-05	0.26	135.057	-0.313352928491047	-0.511643259715718	3
32	spanish	KHX2775	KHX2775-0008	Pedro Torres	Fidela Peláez	Jamás, Jamás	7aBcV2AVrYqwMJBntO01an	6	2016-11-18	0.673	0.302	0.468	4	-11.576	0	0.0445	0.713	0.00068	0.0812	97.399	-0.715894022144471	-0.375410637294314	3
33	spanish	KHX2775	KHX2775-0013	Las Hermanas García	Pedro Torres	Como un Lunar	2v4dgGQiRLrUI4flSDmiFi	11	2016-11-18	0.73	0.0853	0.514	7	-14.661	1	0.0363	0.926	0	0.0855	97.301	-1.64387971357742	-0.210497462784194	3
34	spanish	KHX2434	KHX2434-0010	Grupo Cimarron De Cuba	not found	Rabo de nube	3n02H6vlnaT9mw0aeEZQsg	1	2014-02-04	0.806	0.183	0.395	0	-16.841	1	0.0362	0.609	0.0294	0.0973	85.289	-1.22549391730147	-0.637120675103853	3
35	spanish	HEX8631	HEX8631-0004	Sidestepper	not found	Dame Tu Querer	3SQauyf4T2j5XCTZxZ3gxY	27	2003-04-22	0.627	0.392	0.848	5	-11.893	0	0.0449	0.773	0.176	0.1	87.74	-0.438893954866427	0.82664293070948	4
36	spanish	JK146138	JK146138-0004	Los Cafres	not found	La receta	1h33O6bsMRrKWlBzbylA0t	30	1995-08-30	0.803	0.391	0.737	1	-13.188	1	0.118	0.0198	1.07E-06	0.0723	89.586	-0.443529193998177	0.361627054286188	4
37	spanish	JK146138	JK146138-0001	Muchachito Bombo Infierno	not found	Conversaciones Incompatibles	04nhggp7nsUqQRXEVpRg77	29	2006-03-28	0.818	0.486	0.936	7	-8.198	1	0.0328	0.369	5.5E-06	0.125	97.989	-0.003181476481849	1.19530416607209	4
38	spanish	HEX10042	HEX10042-0004	Rene Ferrer	not found	Como A Cada Mañana	1DXPxffPtZOOWtQdLqHzZ5	22	2008	0.703	0.479	0.733	0	-10.904	1	0.0463	0.769	0.000581	0.142	93.198	-0.035628150404105	0.34486972540607	4
39	spanish	KHX1192	KHX1192-0007	Pepe Castillo and Cuatromania	not found	Nadie Llore	2SbpLmg03h0bX9njy4Erm4	3	1999-12-21	0.727	0.447	0.925	7	-12.88	1	0.0451	0.187	5.42E-05	0.0666	114.081	-0.183955802620131	1.14922151165176	4
40	spanish	HEX6529	HEX6529-0012	Grupo Cimarron De Cuba	not found	En espuma y arena	4zVH2uxXtInwLfdc8ah8Zd	0	2011-01-04	0.806	0.333	0.664	4	-13.647	1	0.037	0.676	0.000168	0.967	120.554	-0.583141108280044	0.327262888879243	4
41	spanish	HEX9435	HEX9435-0006	De Norte A Sur	not found	El gavilan (Venezuela)	15VJ4TNlnzk8RMSRl64WTt	0	2013-10-29	0.675	0.397	0.767	11	-14.927	0	0.0454	0.717	0	0.089	109.85	-0.309070576430904	0.69652499702147	4
42	spanish	KHX1818	KHX1818-0013	Mario Manzanares	Sergio Alvarez	El carretero	5qg3Kj6wgEucQBYBS2iEUv	0	2005-01-01	0.716	0.351	0.751	5	-13.549	0	0.0787	0.837	4.15E-05	0.0875	86.137	-0.506058771197473	0.639163892844036	4
43	spanish	KHX0170	KHX0170-0002	Sebastian Solis	not found	Duerme Negrito	15gSjf8R7qI61M7P9QHhJP	0	2010-02-01	0.69	0.125	0.795	5	-19.709	1	0.0599	0.978	0.483	0.114	124.51	-1.47387033678975	0.796906929331978	4
44	spanish	KHX2775	KHX2775-0018	Fidela Peláez	Pedro Torres	Por Qué Me Pides Más	6WJsSJt1axczSrzp6I1PJd	4	2016-11-18	0.844	0.3	0.661	5	-13.925	1	0.0443	0.853	8.14E-06	0.0843	122.165	-0.724458726264757	0.316507681845974	4
45	spanish	HEX8729	HEX8729-0012	Grupo Cimarron De Cuba	not found	Yolanda	3QQzkT90qJw5Hb2v2Ikq2C	2	2014-02-04	0.793	0.264	0.745	9	-18.648	1	0.0327	0.513	0.00149	0.181	100.415	-0.878623400429898	0.617653478777499	4
46	spanish	KLX0896	KLX0896-0013	Marta Gómez	not found	La ronda (Landó)	1PWa7y2o3zZrIkcjA7BHcS	1	2015-01-27	0.761	0.317	0.874	9	-10.603	0	0.0665	0.71	0.0031	0.0756	111.484	-0.651658741242329	1.08012738120806	4
47	spanish	KHX2775	KHX2775-0015	Los Tres Amuzgos	Pedro Torres	Tres Besos	42OhD1wOjZ6VD31q8UAGhy	5	2016-11-18	0.723	0.243	0.63	11	-11.52	0	0.0348	0.814	1.87E-06	0.138	102.325	-0.968552793692897	0.205370542502198	4
48	spanish	KCX3266	KCX3266-0003	Benita Gonzales	not found	La Serrana de la Vera (Candeleda, Avila)	1doIdpZMUpzxMnIj5ZzyE3	0	2011-01-04	0.618	0.0558	0.741	1	-12.122	1	0.158	0.994	0	0.172	134.158	-1.77020909935163	0.603313202733141	4
49	spanish	KHX1818	KHX1818-0005	Mario Manzanares	Sergio Alvarez	Los aretes	6GEQM9yoFzdQtALGcILSca	0	2005-01-01	0.734	0.291	0.718	8	-12.718	1	0.0442	0.77	7.39E-06	0.127	97.299	-0.762999894806042	0.520856615478081	4
50	spanish	KHX1204	KHX1204-0002	Jorge Anibal Mendoza	Pablo Carcamo	Andrecito Reina	47XaT6BqwNDzWEiozACknM	0	2008-01-01	0.685	0.448	0.724	4	-9.161	1	0.0621	0.747	0	0.293	140.746	-0.090670621363621	0.542367029544618	4
51	spanish	HEX6962	HEX6962-0018	Pablo Carcamo	not found	El pescador	5OI47WSMuqmA6jkwBob9qA	0	2017-07-28	0.651	0.456	0.923	0	-6.98	0	0.0615	0.569	0	0.121	92.448	-0.056411804882479	1.25579576275144	4
52	portuguese	HEX7201	HEX7201-0006	Jorge Aragão	not found	Preto, cor preta	6w9UX4edsW8OC5K9Wqm3U2	36	1999-06-06	0.626	0.648	0.89	10	-8.915	1	0.0603	0.211	0.0013	0.0905	107.825	0.747727262861785	1.00259488395073	1
53	portuguese	KCX1663	KCX1663-0003	Carlos Do Carmo	not found	Lisboa, Menina E Moça	1bUIPkEHv5XDf3oSU38GW3	40	1976-01-01	0.535	0.509	0.728	5	-8.157	0	0.0334	0.593	5E-06	0.139	104.175	0.17055285430509	0.556707305588976	1
54	portuguese	KCX3442	KCX3442-0009	Carminho	not found	Palavras dadas	6Fe3uRlrIlEmvLych0YKD6	19	2009-05-25	0.6	0.601	0.724	4	-8.939	1	0.0341	0.549	0	0.112	140.016	0.564529243838229	0.542367029544618	1
55	portuguese	KHX1546	KHX1546-0002	Aldeia dos Anjos	not found	Resto de baile	54Ad1H3wfg7gbZdQ6m4EL3	3	2016-04-29	0.61	0.571	0.934	7	-8.807	1	0.0407	0.414	0	0.122	85.145	0.436058682033945	1.29523152187343	1
56	portuguese	KCX3442	KCX3442-0011	Cristina Navarro	Rodolfo Godinho	As minhas asas	4hcUH3WGLd5I1HS6rKoLoM	0	2012-06-05	0.605	0.488	0.671	9	-5.367	1	0.0329	0.633	0.000136	0.165	112.559	0.080623461042091	0.35235837195687	1
57	portuguese	KCX4121	KCX4121-0007	Cuca Roseta	not found	Amor Ladrão	4YfWDS06iM3iju4n83tHA7	38	2015-05-18	0.585	0.606	0.794	5	-7.816	1	0.0393	0.679	0	0.274	80.312	0.584962198270709	0.793948628968317	1
58	portuguese	LAX1940	LAX1940-0006	Paulinho Guima	not found	Eh! Sanfonero	09nUANo47UUEasYCrVDl45	6	2011-02-17	0.507	0.491	0.789	11	-13.953	0	0.0914	0.182	0.00266	0.148	165.042	0.019994719176905	0.579472329727731	1
59	portuguese	KCX3378	KCX3378-0016	Cristina Branco	not found	Ausente	5FnasoLSce0UAhUVRCChnC	2	2011-11-01	0.394	0.561	0.471	0	-8.812	1	0.335	0.956	0.000383	0.73	84.414	0.393235161432517	-0.364655430261045	2
60	portuguese	KHX1893	KHX1893-0004	Pagodeiros do Ritmo	not found	Do jeito que a vida quer	30zBNYJfvIPRvhRgyWULY1	1	2005-01-01	0.448	0.685	0.535	9	-8.141	0	0.0405	0.391	0	0.088	102.132	0.924246816890225	-0.135211013551312	2
61	portuguese	HEX12103	HEX12103-0003	Ceumar	Webster dos Santos	Dindinha	2J4g7XbZRbtGbN2QSY1nDy	11	2012-10-02	0.316	0.59	0.371	11	-4.179	0	0.0374	0.452	0	0.213	85.002	0.517423371176658	-0.723162331370004	2
62	portuguese	KLX0453	KLX0453-0009	Zeca Baleiro	not found	Meu Amor Meu Bem Me Ame - Ao Vivo	2dQ10WrNVLqyxs5RVUy9AE	22	2020-06-12	0.408	0.566	0.339	2	-7.075	0	0.0431	0.826	0	0.619	169.223	0.367637654058217	-1.30572716928562	2
63	portuguese	HEX10925	HEX10925-0009	Coral Da Copa	not found	Brasil Em Festa	0M5XIboW0CRMqVAdn4kIQy	1	2010-02-01	0.634	0.896	0.539	10	-4.193	0	0.201	0.158	3.05E-06	0.337	139.883	1.82639312393015	-0.117606992015664	2
64	portuguese	HEX12103	HEX12103-0009	Ceumar	Dante Ozzetti	Achou!	3L1fnvA67U5cdTci0EbTDP	7	2012-10-02	0.604	0.485	0.453	7	-11.798	1	0.0427	0.634	2.86E-05	0.111	120.632	0.067776404861663	-0.429186672460658	2
65	portuguese	KHX2409	KHX2409-0016	Studio ensemble	not found	No na Madeira master	6ZSKzbVjs5xVEA8kEj2FSz	0	2013-07-02	0.438	0.725	0.451	10	-7.364	1	0.163	0.306	0	0.603	155.023	1.09437695742062	-0.432183049453274	2
66	portuguese	HEX12103	HEX12103-0006	Ceumar	not found	Boi de Haxixe	1XwRoRQn4rC1jdR7PknGln	6	2012-10-02	0.505	0.532	0.301	2	-3.939	0	0.0323	0.464	0	0.336	176.399	0.268183272412783	-0.96839223826738	2
67	portuguese	KEX0587	KEX0587-0004	Teofilo Chantre	not found	Nha Fê	4btoX4looXcC6lrcLlPGGC	21	1997-11-10	0.61	0.517	0.571	4	-10.015	0	0.0995	0.54	2.57E-05	0.0953	96.469	0.140510936602427	-0.333802094238735	2
68	portuguese	HEX7918	HEX7918-0009	Bidinte	not found	Considjo Di Garandis	4M6hKKl4UJ9RseprkiAOGE	9	2001-01-01	0.644	0.548	0.636	2	-11.809	1	0.0462	0.727	2.54E-06	0.104	179.768	0.284203349686702	-0.061495499936807	2
69	portuguese	HEX8253	HEX8253-0009	Belô Velloso	not found	Toda Sexta Feira	7zWB2SkYjRW9dTZUrjISF5	24	2007	0.607	0.301	0.527	0	-12.382	1	0.03	0.674	0.000418	0.149	128.384	-0.860700715855752	-0.51813271192004	3
70	portuguese	JFX6071	JFX6071-0009	Rosa Passos	not found	Desafinado	56MHa0L1ENLvuBXzkaXWsJ	1	2016-02-26	0.531	0.252	0.637	7	-17.071	1	0.0472	0.902	0.0415	0.115	146.96	-1.08782743331154	-0.057306167716778	3
71	portuguese	KLX0635	KLX0635-0006	Geraldo Azevedo	not found	Quem É Muito Querido a Mim	1sC7Lj8iiLRQcQ1EGY6voZ	28	2000-03-12	0.534	0.424	0.474	9	-12.454	0	0.0334	0.928	0.00176	0.108	80.549	-0.2905663026504	-0.740167319581612	3
72	portuguese	LAX1940	LAX1940-0011	Adriana Maciel	not found	Samba Dos Animais	1bem3jZFnFh23ypA2y8fcc	10	2004-04-19	0.622	0.303	0.539	7	-15.233	1	0.0371	0.662	0.0171	0.183	90.03	-0.85143023759225	-0.467860725279684	3
73	portuguese	KCX1617	KCX1617-0015	Maria Da Fé	not found	Até que a voz me doa	1C3ZzCSSH0cwg1WDAOvw0y	16	1980-01-01	0.412	0.37	0.439	2	-5.944	1	0.0321	0.749	1.12E-06	0.358	131.171	-0.425305727438353	-0.475079784558402	3
74	portuguese	KCX1775	KCX1775-0007	Mariza	not found	Chuva	5kJiBWm0ly7WMmaUu1tOOd	44	2001	0.573	0.173	0.312	6	-11.535	1	0.0357	0.826	0	0.0896	105.037	-1.2686225976277	-0.929070231087679	3
75	portuguese	KHX1546	KHX1546-0010	Aldeia dos Anjos	not found	Nosso canto	3nGQdkc40KDqQRPbSS8DWa	2	2016-04-29	0.422	0.322	0.272	11	-10.158	1	0.0523	0.684	0	0.0885	164.956	-0.630783949616468	-1.07205934810477	3
76	portuguese	KCX4121	KCX4121-0016	Yolanda Soares	Custódio Castelo	O Nosso Povo - Royal Fado	1HmxTlsuvGmmv3swxkqGh3	0	2016-06-20	0.474	0.287	0.218	9	-9.053	0	0.0522	0.866	0	0.0986	116.01	-0.780611819954676	-1.26509465607785	3
77	portuguese	KCX4121	KCX4121-0006	Carla Pires	not found	Noites Perdidas	1tGz9UnjB1YZLzD4hkzZcf	4	2016-04-08	0.637	0.288	0.214	9	-11.179	1	0.0269	0.809	0	0.13	95.974	-0.776331023659299	-1.27939356777956	3
78	portuguese	KCX3378	KCX3378-0013	Cristina Branco	not found	Espelho quebrado	5I4gmrD3oA1tSlXghSYBGa	2	2011-11-01	0.423	0.204	0.256	7	-13.303	1	0.0518	0.946	3.32E-05	0.0973	91.85	-1.135917912471	-1.12925499491161	3
79	portuguese	KCX3378	KCX3378-0015	Cristina Branco	not found	Verdes sao os campos	3lZulJ3E3LjHGoKZcJRHEX	2	2011-11-01	0.481	0.366	0.514	4	-9.708	1	0.138	0.964	0.000318	0.34	95.347	-0.442428912619863	-0.206975190151349	3
80	portuguese	KCX3693	KCX3693-0001	Ricardo Dias Ensemble	not found	Saudades de Coimbra	21u7QvQAsDg9og6opN7qB1	0	2014-09-02	0.493	0.183	0.335	5	-11.967	0	0.069	0.917	0.00079	0.109	81.173	-1.22581463467392	-0.846851488802849	3
81	portuguese	KCX3442	KCX3442-0016	Ana Moura	not found	Leva-Me Aos Fados	7xZL7VA0T6mphqIM4D6vcb	31	2009-01-01	0.582	0.348	0.567	0	-7.63	1	0.0295	0.887	4.83E-06	0.128	139.516	-0.519483245936656	-0.017514610103698	3
82	portuguese	KCX1663	KCX1663-0012	Mané	not found	Povo que lavas no rio	4mZB5RyR5AXG3SVqU0xPat	1	2006-09-27	0.404	0.432	0.204	7	-7.361	0	0.0384	0.798	9.25E-06	0.102	101.783	-0.159896357124956	-1.31514084703384	3
83	portuguese	KCX2790	KCX2790-0002	Francisco Fialho	Antonio Carvalho	O'Meu Velho Portugal (My Old Portuga)	75h4Zk4rk5vtRwnyND3Xrb	0	2007-01-01	0.552	0.346	0.462	5	-9.23	1	0.0329	0.906	1.05E-05	0.0804	100.37	-0.528044838527411	-0.392861042273572	3
84	portuguese	HEX12103	HEX12103-0008	Ceumar	Sérgio Pererê	Gira de Meninos	2X9PlIHPuGqe13OOVPA9ow	14	2012-10-02	0.468	0.399	0.394	2	-12.033	1	0.0482	0.692	0.0363	0.816	142.483	-0.301162634872409	-0.635942541202634	3
85	portuguese	HEX12103	HEX12103-0012	Ceumar	Dante Ozzetti	Alguem total	5cz7JgjOkH2lekRVStQpdJ	10	2012-10-02	0.632	0.182	0.163	9	-17.192	1	0.0364	0.943	0.0138	0.11	125.994	-1.2300954309693	-1.46170469197636	3
86	portuguese	HEX12103	HEX12103-0004	Ceumar	Webster dos Santos	O seu olhar	5cYHig5xO2pQQRaa2oItyK	17	2012-10-02	0.482	0.271	0.22	2	-13.393	1	0.0306	0.878	0.00038	0.117	175.942	-0.849104560680714	-1.257945200227	3
87	portuguese	HEX8371	HEX8371-0009	Mônica Salmaso	not found	Moro Na Roça	0qmyJitPDds26H6vaAuFIN	34	2004	0.612	0.362	0.795	5	-19.184	0	0.0884	0.862	0.00803	0.0804	104.417	-0.577951128818951	0.604608323047909	4
88	portuguese	KLX0517	KLX0517-0007	Regional Vermelho E Branco	not found	Conorí	4dBtni0XD7m1zMuuXA9SIb	2	1996	0.622	0.25	0.682	0	-19.86	1	0.051	0.304	0.000334	0.188	95.779	-1.09709791157504	0.131213782184557	4
89	portuguese	LAX1940	LAX1940-0013	Moska	not found	Marinheiro Só	30xE5UB1t7wzefkgKX28FR	26	2015-09-04	0.59	0.32	0.819	7	-15.239	1	0.074	0.833	9.25E-06	0.501	90.059	-0.772631172352486	0.705152296328621	4
90	portuguese	KHX1546	KHX1546-0014	Aldeia dos Anjos	not found	Guerreiras da paz	7y62h2tUWKhknt3i1WRo7k	6	2016-04-29	0.461	0.355	0.685	9	-7.956	1	0.0328	0.672	0	0.0487	65.468	-0.489517671869014	0.404303285096733	4
91	portuguese	KCX1968	KCX1968-0007	João Braga	not found	Na Rua Do Silencio	4ZL6wyWRSMGRt9PEyZJZfV	0	2007-05-16	0.409	0.45	0.574	6	-6.354	0	0.0299	0.852	0	0.0868	144.224	-0.082842023808163	0.007508485374294	4
92	portuguese	KCX3378	KCX3378-0012	Cristina Branco	not found	Nevoeiro	3BJT9FHctpNoBW8xoB8ZxK	2	2011-11-01	0.552	0.429	0.687	7	-6.445	1	0.109	0.919	1.63E-06	0.713	89.414	-0.172738746011088	0.411452740947588	4
93	portuguese	KHX1546	KHX1546-0005	Aldeia dos Anjos	not found	A primeira vez	6uq1TjQBH2ozvXSHBa9g3W	4	2016-04-29	0.487	0.415	0.851	7	-11.376	1	0.0406	0.48	0	0.442	148.258	-0.232669894146371	0.997708120717678	4
94	portuguese	KCX1968	KCX1968-0009	Rosa de Jesus	not found	Pintadinho	1HNBSfC0NykDZK7XstkuTY	0	2000	0.558	0.227	0.596	10	-13.425	1	0.0354	0.797	4.58E-06	0.431	121.98	-1.03745959767732	0.086152499733696	4
95	portuguese	KHX1546	KHX1546-0016	Aldeia dos Anjos	not found	Balaio	3bBlPjX1FCw6V1sZyzOHA3	3	2016-04-29	0.519	0.296	0.966	2	-9.957	1	0.0734	0.517	0	0.14	169.562	-0.74208465329628	1.40880183214183	4
96	portuguese	KCX2366	KCX2366-0017	Coimbra Folk Group	not found	Vira espanhol (Spanish Vira)	1nWe4wV8daiMEt3HHQ5NmV	0	2005-01-01	0.348	0.4	0.875	0	-9.993	1	0.0278	0.734	0	0.0788	103.334	-0.296881838577032	1.08350159092793	4
97	portuguese	KCX3442	KCX3442-0018	Cristina Branco	not found	Maria Lisboa	6UamY7ZIO6gFQIxaEh6F7H	4	2011-11-01	0.48	0.387	0.637	4	-10.343	1	0.118	0.874	0.00022	0.887	142.026	-0.352532190416938	0.232716344676219	4
98	portuguese	KCX1663	KCX1663-0006	Maria Armanda	Fontes Rocha	Velho marinheiro	6DY4G7ewtbrj1eejizYsZO	0	2016-03-04	0.617	0.295	0.649	0	-12.993	1	0.0329	0.381	4.96E-06	0.305	96.948	-0.746365449591657	0.275613079781347	4
99	portuguese	KCX1775	KCX1775-0001	Cristina Branco	not found	Mágoa	60PxnQYeY1FrBq9A1YBlty	12	1998-11-01	0.601	0.218	0.689	3	-10.748	1	0.0396	0.872	0.000594	0.236	81.79	-1.07598676433572	0.418602196798443	4
100	portuguese	HEX12103	HEX12103-0010	Ceumar	Webster dos Santos	Boca da Noite	4UeMctSbJqDXJuWAPIAJ1C	10	2012-10-02	0.601	0.353	0.585	11	-13.034	0	0.0307	0.803	2.73E-05	0.158	133.885	-0.498079264459769	0.046830492553995	4
